question,regulation,breadcrumb,multi_regulation
Quels éléments doivent être publiés sur le site internet concernant le nombre de jetons en circulation et la composition de la réserve d’actifs ?,MiCA,MiCA > Titre 3 > Article 30,False
À quelle fréquence les informations relatives à la réserve d’actifs doivent‑elles être mises à jour ?,MiCA,MiCA > Titre 3 > Article 30,False
"Dois‑je mettre à disposition du public le rapport d’audit complet de la réserve d’actifs, ou un résumé suffit‑il ?",MiCA,MiCA > Titre 3 > Article 30,False
Quels types d’événements doivent être communiqués immédiatement s’ils peuvent affecter la valeur de mes jetons ou la réserve d’actifs ?,MiCA,MiCA > Titre 3 > Article 30,False
Où exactement sur mon site web les informations obligatoires doivent‑elles être affichées pour être considérées « facilement accessibles » ?,MiCA,MiCA > Titre 3 > Article 30,False
Quels sont les objectifs principaux du règlement concernant l’intelligence artificielle dans l’Union européenne ?,AI Act,AI Act > Chapitre 1 > Article 1,False
Quelles catégories de systèmes d’IA sont soumises à des exigences spécifiques et à des obligations pour les opérateurs ?,AI Act,AI Act > Chapitre 1 > Article 1,False
"Le règlement prévoit-il une interdiction de certaines pratiques liées à l’IA, et si oui, lesquelles ?",AI Act,AI Act > Chapitre 1 > Article 1,False
"Comment le texte vise-t-il à soutenir l’innovation, notamment pour les PME et les start‑ups ?",AI Act,AI Act > Chapitre 1 > Article 1,False
Quelles mesures sont introduites pour garantir la transparence et la surveillance du marché des systèmes d’IA ?,AI Act,AI Act > Chapitre 1 > Article 1,False
Quels sont les critères pour désigner les autorités compétentes au niveau national selon le règlement ?,MiCA,MiCA > Titre 7 > Article 93,False
Comment mon État doit‑il notifier la liste de ses autorités compétentes à l’ABE et à l’AEMF ?,MiCA,MiCA > Titre 7 > Article 93,False
"Si plusieurs autorités sont nommées, comment définir leurs missions respectives et choisir le point de contact unique ?",MiCA,MiCA > Titre 7 > Article 93,False
Est‑il possible d’avoir un point de contact différent selon le type de coopération administrative transfrontière ?,MiCA,MiCA > Titre 7 > Article 93,False
Où puis‑je consulter la liste officielle des autorités compétentes publiées par l’AEMF ?,MiCA,MiCA > Titre 7 > Article 93,False
Que doit faire un fournisseur d'IA à haut risque si l'autorité de surveillance constate que le marquage CE a été apposé en violation de l’article 48 ?,AI Act,AI Act > Chapitre 9 > Article 83,False
Dans quels délais l’autorité peut‑elle imposer la mise en conformité lorsqu’une déclaration UE de conformité est jugée incorrecte ou inexistante ?,AI Act,AI Act > Chapitre 9 > Article 83,False
Quelles sont les conséquences si le fournisseur ne corrige pas le défaut d’enregistrement dans la base de données de l’UE après mise en demeure ?,AI Act,AI Act > Chapitre 9 > Article 83,False
"L’absence de désignation d’un mandataire peut‑elle entraîner le retrait du système d’IA du marché, et comment l’autorité procède‑elle dans ce cas ?",AI Act,AI Act > Chapitre 9 > Article 83,False
Quels types de mesures l’autorité peut‑elle prendre si la documentation technique d’un système d’IA à haut risque reste indisponible malgré l’avertissement ?,AI Act,AI Act > Chapitre 9 > Article 83,False
Qui désigne les structures de soutien de l’Union pour les essais en matière d’IA et sur quelle base juridique ?,AI Act,AI Act > Chapitre 9 > Article 84,False
Quelles sont les missions principales de ces structures de soutien une fois désignées ?,AI Act,AI Act > Chapitre 9 > Article 84,False
Dans quels cas les structures de soutien peuvent‑elles être sollicitées pour fournir des avis techniques ou scientifiques ?,AI Act,AI Act > Chapitre 9 > Article 84,False
"Le Comité IA, la Commission ou les autorités de surveillance du marché peuvent‑ils demander un avis aux structures de soutien sans passer par une procédure préalable ?",AI Act,AI Act > Chapitre 9 > Article 84,False
Quels types d’expertises ou de compétences doivent posséder les structures désignées pour être habilitées à réaliser des essais d’IA ?,AI Act,AI Act > Chapitre 9 > Article 84,False
Qui peut déposer une réclamation en cas de suspicion de violation du règlement ?,AI Act,AI Act > Chapitre 9 > Article 85,False
Quelles sont les étapes à suivre pour déposer une réclamation auprès de l’autorité de surveillance du marché ?,AI Act,AI Act > Chapitre 9 > Article 85,False
Une réclamation doit‑elle être traitée selon une procédure particulière prévue par les autorités de surveillance ?,AI Act,AI Act > Chapitre 9 > Article 85,False
Est‑il possible de saisir d’autres recours (administratifs ou judiciaires) en plus de la réclamation auprès de l’autorité de surveillance ?,AI Act,AI Act > Chapitre 9 > Article 85,False
Comment les autorités de surveillance intègrent‑elles les réclamations dans leurs activités de surveillance du marché ?,AI Act,AI Act > Chapitre 9 > Article 85,False
Dans quelles circonstances une autorité compétente peut‑elle suspendre la fourniture de services sur crypto‑actifs pendant 30 jours ouvrables ?,MiCA,MiCA > Titre 7 > Article 94,False
"L’autorité de surveillance peut‑elle exiger le transfert des contrats d’un prestataire dont l’agrément est retiré, même sans l’accord des clients ?",MiCA,MiCA > Titre 7 > Article 94,False
Quelles sanctions peuvent être imposées aux offreurs qui ne respectent pas les exigences du livre blanc selon la réglementation ?,MiCA,MiCA > Titre 7 > Article 94,False
Un prestataire de services sur crypto‑actifs doit‑il fournir toutes les informations demandées même si cela contrevient à des clauses de confidentialité contractuelles ?,MiCA,MiCA > Titre 7 > Article 94,False
Quels types de mesures les autorités peuvent‑elles prendre pour empêcher la diffusion d’informations trompeuses sur un crypto‑actif ?,MiCA,MiCA > Titre 7 > Article 94,False
Dans quelles conditions un client peut‑il demander la portabilité de ses données personnelles auprès de notre entreprise ?,GDPR,GDPR > Chapitre 3 > Article 20,False
Est‑ce que le droit à la portabilité s’applique si les données ont été collectées sur la base d’un contrat plutôt que du consentement ?,GDPR,GDPR > Chapitre 3 > Article 20,False
"pouvons‑nous transmettre directement les données d’un client à un autre prestataire lorsqu’il exerce son droit à la portabilité, ou devons‑nous d’abord les remettre au client ?",GDPR,GDPR > Chapitre 3 > Article 20,False
Le droit à la portabilité s’applique‑t‑il aux traitements liés à une mission d’intérêt public que nous gérons pour une autorité publique ?,GDPR,GDPR > Chapitre 3 > Article 20,False
Comment garantir que le format de transmission des données respecte le critère « lisible par machine » exigé par la réglementation ?,GDPR,GDPR > Chapitre 3 > Article 20,False
Quelles sont les obligations des émetteurs de jetons référencés à un actif concernant la mise en place de procédures de traitement des réclamations ?,MiCA,MiCA > Titre 3 > Article 31,False
"Les détenteurs de ces jetons peuvent-ils déposer une réclamation gratuitement, et auprès de qui doivent‑ils s’adresser ?",MiCA,MiCA > Titre 3 > Article 31,False
"Quels éléments doivent être fournis aux détenteurs pour introduire une réclamation (modèle standard, enregistrement, etc.) ?",MiCA,MiCA > Titre 3 > Article 31,False
Dans quels délais les émetteurs doivent‑ils examiner les réclamations et communiquer les résultats aux détenteurs ?,MiCA,MiCA > Titre 3 > Article 31,False
Qui élabore les normes techniques détaillant les exigences de traitement des réclamations et comment ces normes sont‑elles approuvées ?,MiCA,MiCA > Titre 3 > Article 31,False
Comment informer clairement les personnes concernées de leur droit d’opposition dès le premier contact ?,GDPR,GDPR > Chapitre 3 > Article 21,False
Dans quels cas le responsable du traitement peut‑il refuser une opposition fondée sur des motifs légitimes et impérieux ?,GDPR,GDPR > Chapitre 3 > Article 21,False
Est‑il obligatoire de proposer un moyen automatisé pour exercer le droit d’opposition via les services en ligne ?,GDPR,GDPR > Chapitre 3 > Article 21,False
Quels sont les impacts d’une opposition sur le traitement de données à des fins de prospection ou de profilage ?,GDPR,GDPR > Chapitre 3 > Article 21,False
"Le droit d’opposition s’applique‑t‑il également aux recherches scientifiques et historiques, et quelles exceptions existent‑il ?",GDPR,GDPR > Chapitre 3 > Article 21,False
"Mon entreprise, installée aux États‑Unis, vend un système d’IA destiné à être utilisé par des clients dans l’UE : sommes‑nous soumis au règlement ?",AI Act,AI Act > Chapitre 1 > Article 2,False
Un développeur français crée un modèle d’IA uniquement pour la recherche académique et ne le commercialise pas ; le règlement s’applique‑t‑il à ses activités ?,AI Act,AI Act > Chapitre 1 > Article 2,False
"Nous importons un dispositif contenant une IA depuis la Chine, mais son usage final en Europe est strictement militaire ; devons‑nous nous conformer aux exigences du règlement ?",AI Act,AI Act > Chapitre 1 > Article 2,False
"En tant que fournisseur tiers basé hors UE, nous distribuons un logiciel d’IA à une société européenne ; quelles obligations nous incombe‑t‑il selon le champ d’application du texte ?",AI Act,AI Act > Chapitre 1 > Article 2,False
Une agence de police d’un pays tiers utilise une IA dans le cadre d’un accord de coopération judiciaire avec l’UE ; quelles garanties doit‑elle fournir pour être exemptée du règlement ?,AI Act,AI Act > Chapitre 1 > Article 2,False
Quels sont les délais à respecter pour informer l’autorité compétente lorsqu’un changement de direction intervient dans une société émettrice de jetons ?,MiCA,MiCA > Titre 3 > Article 33,False
Quelles informations précises dois‑je transmettre à l’autorité après la nomination d’un nouveau dirigeant afin de prouver le respect des exigences réglementaires ?,MiCA,MiCA > Titre 3 > Article 33,False
L’obligation de notification s’applique‑t‑elle uniquement aux modifications du conseil d’administration ou également aux changements au niveau du comité exécutif ?,MiCA,MiCA > Titre 3 > Article 33,False
"En cas de modification de l’organe de direction, quelles sont les conséquences si je ne fournis pas immédiatement les renseignements requis à l’autorité compétente ?",MiCA,MiCA > Titre 3 > Article 33,False
"Dois‑je préparer un dossier complet sur le nouveau dirigeant (CV, antécédents, conflits d’intérêts, etc.) pour satisfaire à l’évaluation de conformité prévue par le paragraphe 2 de l’article 34 ?",MiCA,MiCA > Titre 3 > Article 33,False
Quelles sont les obligations des autorités compétentes en matière de transmission d’informations à l’AEMF et à l’ABE ?,MiCA,MiCA > Titre 7 > Article 96,False
Dans quels délais l’AEMF doit‑elle soumettre ses projets de normes techniques d’exécution à la Commission ?,MiCA,MiCA > Titre 7 > Article 96,False
Comment se déroule la coopération entre l’AEMF et l’ABE pour l’élaboration de formulaires et procédures normalisés ?,MiCA,MiCA > Titre 7 > Article 96,False
L’ABE peut‑elle demander des informations supplémentaires aux autorités compétentes au-delà de celles prévues par le règlement ?,MiCA,MiCA > Titre 7 > Article 96,False
Quels mécanismes sont prévus pour assurer l’échange d’informations entre les autorités compétentes et les autorités européennes de surveillance ?,MiCA,MiCA > Titre 7 > Article 96,False
Quels sont mes droits si une décision prise par mon employeur repose sur un système d’IA à haut risque et que j’estime que cela porte atteinte à ma santé ou à mes droits fondamentaux ?,AI Act,AI Act > Chapitre 9 > Article 86,False
Dans quelles circonstances le déployeur est-il obligé de me fournir des explications sur le rôle de l’IA dans la décision qui me concerne ?,AI Act,AI Act > Chapitre 9 > Article 86,False
Existe‑t‑il des exceptions prévues par le droit de l’Union ou le droit national qui peuvent dispenser le déployeur de l’obligation d’expliquer le fonctionnement de l’IA ?,AI Act,AI Act > Chapitre 9 > Article 86,False
Les systèmes d’IA listés au point 2 de l’annexe III sont‑ils exclus de l’obligation d’information envers les personnes affectées ?,AI Act,AI Act > Chapitre 9 > Article 86,False
"Si le droit de l’Union prévoit déjà une règle similaire, cet article de l’AI Act s’applique‑t‑il toujours à ma situation ?",AI Act,AI Act > Chapitre 9 > Article 86,False
Dans quelles situations une autorité compétente peut‑elle refuser de répondre à une demande d’information d’un autre État membre ?,MiCA,MiCA > Titre 7 > Article 95,False
Qui coordonne les inspections sur place ou les enquêtes lorsqu’elles concernent un émetteur de jeton lié à un actif ou à une monnaie électronique ?,MiCA,MiCA > Titre 7 > Article 95,False
Quelles sont les obligations des autorités compétentes en matière d’échange d’informations sans retard injustifié dans le cadre d’une enquête ?,MiCA,MiCA > Titre 7 > Article 95,False
Comment une autorité compétente peut‑elle solliciter l’aide d’une autorité d’un autre État membre pour mener une inspection ou une enquête ?,MiCA,MiCA > Titre 7 > Article 95,False
Quels recours existe‑t‑il si une demande de coopération ou d’échange d’informations est rejetée ou n’est pas traitée dans un délai raisonnable ?,MiCA,MiCA > Titre 7 > Article 95,False
Quels types de formation devons‑nous fournir à nos employés qui manipulent des systèmes d’IA pour être conformes aux exigences de maîtrise de l’IA ?,AI Act,AI Act > Chapitre 1 > Article 4,False
Comment évaluer le niveau de compétence technique de nos équipes avant de déployer un nouveau système d’intelligence artificielle ?,AI Act,AI Act > Chapitre 1 > Article 4,False
Quelles sont les obligations en matière de prise en compte du contexte d’utilisation et des groupes cibles lors de la mise en place d’un système d’IA ?,AI Act,AI Act > Chapitre 1 > Article 4,False
Notre société doit‑elle adapter les programmes de formation en fonction du niveau d’éducation et d’expérience des utilisateurs de l’IA ?,AI Act,AI Act > Chapitre 1 > Article 4,False
Quels critères prendre en compte pour garantir que le personnel chargé du fonctionnement des IA possède une maîtrise suffisante selon la réglementation ?,AI Act,AI Act > Chapitre 1 > Article 4,False
Quelles sont les personnes ou parties avec lesquelles nous devons identifier et gérer les conflits d’intérêts en tant qu’émetteur de jetons référant à un actif ?,MiCA,MiCA > Titre 3 > Article 32,False
Comment devons‑nous informer les détenteurs de nos jetons sur les conflits d’intérêts et les mesures d’atténuation sur notre site web ?,MiCA,MiCA > Titre 3 > Article 32,False
Quelles mesures spécifiques devons‑nous mettre en place pour prévenir les conflits d’intérêts liés à la gestion de la réserve d’actifs ?,MiCA,MiCA > Titre 3 > Article 32,False
À quel moment et sous quelle forme la communication des conflits d’intérêts doit‑elle être suffisamment précise pour permettre aux investisseurs de prendre une décision éclairée ?,MiCA,MiCA > Titre 3 > Article 32,False
"Qui élabore les normes techniques détaillant les exigences de politiques, procédures et contenus de communication, et quel est le délai de soumission de ces projets à la Commission ?",MiCA,MiCA > Titre 3 > Article 32,False
Dans quels cas une décision automatisée peut‑elle être prise sans que la personne concernée puisse la contester ?,GDPR,GDPR > Chapitre 3 > Article 22,False
Est‑ce que le consentement explicite de la personne suffit à lever le droit à une intervention humaine sur un profilage ?,GDPR,GDPR > Chapitre 3 > Article 22,False
Quels types de mesures devons‑nous mettre en place pour garantir le droit à l’intervention humaine lorsqu’une décision automatisée est nécessaire à l’exécution d’un contrat ?,GDPR,GDPR > Chapitre 3 > Article 22,False
"Peut‑on utiliser des données sensibles (catégories particulières) dans un processus de décision automatisée, et sous quelles conditions ?",GDPR,GDPR > Chapitre 3 > Article 22,False
Comment prouver que notre système automatisé respecte les exigences de sauvegarde des droits et libertés prévues par le RGPD lorsqu’il repose sur une base légale de l’UE ou nationale ?,GDPR,GDPR > Chapitre 3 > Article 22,False
Quels sont les critères d’honorabilité et les compétences requises pour les membres de l’organe de direction d’un émetteur de jetons référencés à un actif ?,MiCA,MiCA > Titre 3 > Article 34,False
Comment l’émetteur de jetons doit‑il structurer son dispositif de gouvernance et ses procédures internes pour assurer la détection et la gestion des risques ?,MiCA,MiCA > Titre 3 > Article 34,False
Quelles politiques et quels plans de continuité des activités doivent être mis en place pour garantir la disponibilité et la sauvegarde des données en cas d’interruption des systèmes TIC ?,MiCA,MiCA > Titre 3 > Article 34,False
Quels sont les éléments obligatoires à inclure dans les accords contractuels avec des tiers qui participent à la gestion de la réserve d’actifs ou à la conservation des jetons ?,MiCA,MiCA > Titre 3 > Article 34,False
À quelle fréquence les émetteurs de jetons doivent‑ils faire réaliser des audits indépendants et comment les résultats de ces audits doivent‑ils être communiqués aux autorités compétentes ?,MiCA,MiCA > Titre 3 > Article 34,False
Quels sont les recours prévus pour les salariés qui signalent une violation du règlement ?,AI Act,AI Act > Chapitre 9 > Article 87,False
La directive 2019/1937 protège-t-elle les lanceurs d’alerte internes comme externes ?,AI Act,AI Act > Chapitre 9 > Article 87,False
Quelles obligations mon entreprise doit‑elle respecter en matière de signalement de non‑conformité ?,AI Act,AI Act > Chapitre 9 > Article 87,False
Quels types de sanctions peuvent être imposées si la protection des personnes signalant une violation n’est pas assurée ?,AI Act,AI Act > Chapitre 9 > Article 87,False
Comment garantir l’anonymat et la confidentialité des signalements selon la législation en vigueur ?,AI Act,AI Act > Chapitre 9 > Article 87,False
Dans quelles circonstances le législateur peut‑il restreindre les droits d’accès et de rectification prévus aux articles 12 à 22 du RGPD ?,GDPR,GDPR > Chapitre 3 > Article 23,False
"Quels types d’intérêts publics (sécurité nationale, santé publique, etc.) justifient légalement une limitation des obligations de traitement des données ?",GDPR,GDPR > Chapitre 3 > Article 23,False
"Quelles informations doivent obligatoirement être précisées dans une mesure législative qui restreint les droits des personnes concernées, notamment concernant les finalités et les catégories de données ?",GDPR,GDPR > Chapitre 3 > Article 23,False
Comment démontrer que la limitation imposée est « nécessaire et proportionnée » au regard des libertés fondamentales des individus ?,GDPR,GDPR > Chapitre 3 > Article 23,False
"Une limitation du droit d’information des personnes concernées doit‑elle toujours être communiquée, ou peut‑elle être omise si cela compromet la finalité de la restriction ?",GDPR,GDPR > Chapitre 3 > Article 23,False
Quels sont les pouvoirs exclusifs de la Commission en matière de surveillance du respect du chapitre V ?,AI Act,AI Act > Chapitre 9 > Article 88,False
Dans quelles conditions les autorités de surveillance du marché peuvent‑elles solliciter l’intervention de la Commission ?,AI Act,AI Act > Chapitre 9 > Article 88,False
Qui assure concrètement l’exécution des tâches de contrôle prévues par la Commission ?,AI Act,AI Act > Chapitre 9 > Article 88,False
La demande des autorités de surveillance du marché à la Commission doit‑elle respecter un critère de proportionnalité ?,AI Act,AI Act > Chapitre 9 > Article 88,False
Comment la répartition des compétences entre les États membres et l’Union influence‑t‑elle le rôle de la Commission dans ce domaine ?,AI Act,AI Act > Chapitre 9 > Article 88,False
Comment les lignes directrices de la Commission vont‑elles aider les PME et les start‑ups à se conformer aux exigences du règlement sur l’IA ?,AI Act,AI Act > Chapitre 10 > Article 96,False
Dans quels cas la Commission peut‑elle mettre à jour les lignes directrices déjà publiées sur les obligations de transparence et les pratiques interdites ?,AI Act,AI Act > Chapitre 10 > Article 96,False
Quels sont les éléments clés que les lignes directrices doivent couvrir concernant les modifications substantielles d’un système d’IA ?,AI Act,AI Act > Chapitre 10 > Article 96,False
Comment les lignes directrices tiennent‑elles compte des normes harmonisées et des spécifications techniques prévues aux articles 40 et 41 ?,AI Act,AI Act > Chapitre 10 > Article 96,False
Qui peut solliciter la révision des lignes directrices et quelles sont les procédures pour que la Commission les mette à jour ?,AI Act,AI Act > Chapitre 10 > Article 96,False
Quelles mesures techniques et organisationnelles dois-je mettre en place pour prouver que mon traitement de données respecte le RGPD ?,GDPR,GDPR > Chapitre 4 > Article 24,False
À quelle fréquence dois-je réexaminer et actualiser les mesures de protection des données que j’ai implémentées ?,GDPR,GDPR > Chapitre 4 > Article 24,False
Dans quels cas est‑il pertinent d’adopter une politique de protection des données au sein de mon entreprise ?,GDPR,GDPR > Chapitre 4 > Article 24,False
L’adhésion à un code de conduite ou à un mécanisme de certification peut‑elle réellement servir de preuve de conformité pour le responsable du traitement ?,GDPR,GDPR > Chapitre 4 > Article 24,False
Comment déterminer le niveau de proportionnalité des mesures de protection par rapport aux activités de traitement que je réalise ?,GDPR,GDPR > Chapitre 4 > Article 24,False
Quels sont les délais imposés aux AES pour publier leurs orientations sur le contenu du livre blanc des crypto‑actifs ?,MiCA,MiCA > Titre 7 > Article 97,False
"Comment les autorités compétentes d’un État membre peuvent‑elles solliciter un avis de l’AEMF, de l’AEAPP ou de l’ABE sur le classement d’un crypto‑actif ?",MiCA,MiCA > Titre 7 > Article 97,False
Quels éléments le rapport annuel des AES doit‑il obligatoirement contenir concernant les difficultés de classement des crypto‑actifs ?,MiCA,MiCA > Titre 7 > Article 97,False
"Existe‑t‑il un modèle standardisé pour l’explication accompagnant le livre blanc et l’avis juridique sur la qualification des jetons, et comment y accéder ?",MiCA,MiCA > Titre 7 > Article 97,False
Dans quelles circonstances les AES doivent‑elles favoriser une discussion commune entre autorités compétentes sur le classement des crypto‑actifs exclus du champ d’application du règlement ?,MiCA,MiCA > Titre 7 > Article 97,False
"Comment pouvons‑nous élaborer un code de conduite volontaire pour nos systèmes d’IA non à haut risque afin de respecter les exigences du chapitre III, section 2 ?",AI Act,AI Act > Chapitre 10 > Article 95,False
Quels indicateurs de performance clés doivent être inclus dans un code de conduite afin de mesurer les objectifs d’éthique et de durabilité environnementale de l’IA ?,AI Act,AI Act > Chapitre 10 > Article 95,False
"Est‑il obligatoire d’impliquer des organisations de la société civile ou des universités dans la rédaction de notre code de conduite, ou cela reste‑t‑il facultatif ?",AI Act,AI Act > Chapitre 10 > Article 95,False
Quelles dispositions spécifiques doivent être prises pour que le code de conduite réponde aux besoins des PME et des start‑ups dans le secteur de l’IA ?,AI Act,AI Act > Chapitre 10 > Article 95,False
"Un code de conduite peut‑il couvrir plusieurs systèmes d’IA différents, à condition qu’ils aient une finalité similaire, et comment le justifier auprès du Bureau de l’IA ?",AI Act,AI Act > Chapitre 10 > Article 95,False
Quels sont les montants minimums de fonds propres que je dois détenir en tant qu’émetteur d’un jeton adossé à des actifs ?,MiCA,MiCA > Titre 3 > Article 35,False
Comment calculer le « montant moyen de la réserve d’actifs » pour déterminer le fonds propre requis ?,MiCA,MiCA > Titre 3 > Article 35,False
Dans quelles situations l’autorité compétente peut‑elle m’imposer un fonds propre supérieur de 20 % à 40 % à celui prévu par le calcul standard ?,MiCA,MiCA > Titre 3 > Article 35,False
Quels types d’instruments de fonds propres de catégorie 1 sont admissibles pour répondre aux exigences de fonds propres ?,MiCA,MiCA > Titre 3 > Article 35,False
À quelle fréquence dois‑je réaliser des simulations de crise et quels critères doivent être respectés selon les normes techniques à venir ?,MiCA,MiCA > Titre 3 > Article 35,False
Quels sont les moyens dont dispose le Bureau de l’IA pour vérifier que les fournisseurs de modèles d’IA à usage général respectent le règlement et les codes de bonne pratique ?,AI Act,AI Act > Chapitre 9 > Article 89,False
"En tant que fournisseur en aval, quelles informations dois-je absolument inclure dans une réclamation pour violation du règlement ?",AI Act,AI Act > Chapitre 9 > Article 89,False
"Puis‑je déposer une réclamation même si je ne dispose que d’éléments partiels, tant que je justifie les faits pertinents ?",AI Act,AI Act > Chapitre 9 > Article 89,False
Le Bureau de l’IA peut‑il imposer des sanctions aux fournisseurs de modèles d’IA à usage général qui ne se conforment pas aux codes de bonne pratique approuvés ?,AI Act,AI Act > Chapitre 9 > Article 89,False
Qui doit être désigné comme point de contact du fournisseur du modèle d’IA à usage général dans la réclamation que je vais soumettre ?,AI Act,AI Act > Chapitre 9 > Article 89,False
Dans quel cas les autorités compétentes doivent‑elles collaborer avec les autorités fiscales lors d’une offre de jetons ?,MiCA,MiCA > Titre 7 > Article 98,False
Quels types d’activités exercées par un émetteur de jetons déclenchent la coopération avec les autorités de surveillance d’autres États membres ou de pays tiers ?,MiCA,MiCA > Titre 7 > Article 98,False
"Si notre société propose à la fois des services de crypto‑actifs et des services bancaires, quelles autorités seront impliquées dans la supervision ?",MiCA,MiCA > Titre 7 > Article 98,False
Comment se coordonnent les autorités nationales et européennes lorsqu’un prestataire de services sur crypto‑actifs exerce des activités non couvertes par le règlement ?,MiCA,MiCA > Titre 7 > Article 98,False
"Quels sont les interlocuteurs agréés (ex. autorités de supervision, autorités fiscales) avec qui nous devons coopérer si nous demandons l’admission à la négociation d’un jeton ?",MiCA,MiCA > Titre 7 > Article 98,False
Quelle est la date limite pour que les États membres notifient à la Commission les dispositions législatives relatives à ce titre ?,MiCA,MiCA > Titre 7 > Article 99,False
"À quelles institutions devons‑nous envoyer les notifications des mesures d’application, y compris les dispositions pénales ?",MiCA,MiCA > Titre 7 > Article 99,False
"Si nous modifions ultérieurement une réglementation nationale mise en œuvre, dans quel délai devons‑nous en informer la Commission et les autorités concernées ?",MiCA,MiCA > Titre 7 > Article 99,False
"Quels types de dispositions (législatives, réglementaires, administratives, pénales) doivent être notifiés selon cet article ?",MiCA,MiCA > Titre 7 > Article 99,False
Quelles sanctions ou conséquences pourraient s’appliquer si un État membre ne respecte pas le délai du 30 juin 2025 pour la notification ?,MiCA,MiCA > Titre 7 > Article 99,False
Pendant combien de temps la Commission peut‑elle exercer son pouvoir d’adopter des actes délégués à compter du 1 er août 2024 ?,AI Act,AI Act > Chapitre 11 > Article 97,False
Quelles sont les conditions et les délais pour que le Parlement ou le Conseil révoquent une délégation de pouvoir déjà accordée à la Commission ?,AI Act,AI Act > Chapitre 11 > Article 97,False
"La Commission doit‑elle consulter les experts des États membres avant de publier un acte délégué, et comment cette consultation est‑elle encadrée ?",AI Act,AI Act > Chapitre 11 > Article 97,False
Quels sont les délais de notification et d’éventuelles objections du Parlement européen ou du Conseil pour que l’acte délégué entre en vigueur ?,AI Act,AI Act > Chapitre 11 > Article 97,False
Comment se passe le renouvellement tacite de la délégation de pouvoir et quels sont les recours possibles du Parlement ou du Conseil pour s’y opposer ?,AI Act,AI Act > Chapitre 11 > Article 97,False
Dans quel cas deux organisations deviennent‑elles responsables conjointes du traitement des données ?,GDPR,GDPR > Chapitre 4 > Article 26,False
Dois‑je formaliser un accord écrit avec mon partenaire lorsqu’on partage la décision des finalités du traitement ?,GDPR,GDPR > Chapitre 4 > Article 26,False
Quels éléments doivent obligatoirement figurer dans l’accord entre responsables conjoints pour être conforme au règlement ?,GDPR,GDPR > Chapitre 4 > Article 26,False
Comment informer les personnes concernées des rôles respectifs de chaque responsable conjoint ?,GDPR,GDPR > Chapitre 4 > Article 26,False
"La personne concernée peut‑elle exercer ses droits (accès, rectification, effacement, etc.) auprès de chaque responsable séparément ?",GDPR,GDPR > Chapitre 4 > Article 26,False
Quels critères devons‑nous appliquer pour choisir un prestataire de services sur crypto‑actifs comme conservateur de nos actifs de réserve ?,MiCA,MiCA > Titre 3 > Article 37,False
Dans quels délais les actifs de réserve doivent‑ils être placés chez un conservateur après l’émission du jeton ?,MiCA,MiCA > Titre 3 > Article 37,False
Comment éviter les conflits d’intérêts entre notre émetteur de jetons et le conservateur désigné ?,MiCA,MiCA > Titre 3 > Article 37,False
Quels sont les obligations de séparation fonctionnelle et hiérarchique que le conservateur doit respecter ?,MiCA,MiCA > Titre 3 > Article 37,False
"En cas de perte d’un crypto‑actif conservé, quelles sont les conditions d’indemnisation que le conservateur doit respecter envers l’émetteur ?",MiCA,MiCA > Titre 3 > Article 37,False
Quels types de mesures techniques et organisationnelles dois‑je mettre en place dès la conception d’un nouveau système pour être conforme aux exigences de protection des données ?,GDPR,GDPR > Chapitre 4 > Article 25,False
"Comment garantir, par défaut, que seules les données strictement nécessaires à chaque finalité soient collectées, conservées et accessibles dans mon application ?",GDPR,GDPR > Chapitre 4 > Article 25,False
La pseudonymisation est‑elle suffisante comme mesure de protection pour réduire les risques liés au traitement des données sensibles ?,GDPR,GDPR > Chapitre 4 > Article 25,False
Dans quel cas puis‑je recourir à un mécanisme de certification prévu à l’article 42 pour prouver que j’ai appliqué le « privacy by design » et le « privacy by default » ?,GDPR,GDPR > Chapitre 4 > Article 25,False
Quelles obligations ai‑je concernant la limitation de l’accès aux données afin d’éviter qu’elles soient accessibles à un nombre indéterminé de personnes sans consentement explicite ?,GDPR,GDPR > Chapitre 4 > Article 25,False
Dans quelles circonstances notre groupe scientifique doit‑il envoyer une alerte qualifiée au Bureau de l’IA ?,AI Act,AI Act > Chapitre 9 > Article 90,False
Quels sont les éléments obligatoires à inclure dans le texte d’une alerte qualifiée ?,AI Act,AI Act > Chapitre 9 > Article 90,False
"Une fois l’alerte qualifiée déposée, quels sont les pouvoirs que la Commission peut exercer via le Bureau de l’IA ?",AI Act,AI Act > Chapitre 9 > Article 90,False
Le Bureau de l’IA doit‑il informer le Comité IA de toutes les mesures prises après réception de notre alerte ?,AI Act,AI Act > Chapitre 9 > Article 90,False
"Est‑il possible d’ajouter des informations complémentaires, issues de nos propres investigations, dans l’alerte qualifiée ?",AI Act,AI Act > Chapitre 9 > Article 90,False
Quelle est la durée maximale de la délégation de pouvoir accordée à la Commission et comment est‑elle automatiquement prolongée ?,MiCA,MiCA > Titre 8 > Article 139,False
Dans quelles conditions le Parlement européen ou le Conseil peuvent‑ils révoquer immédiatement une délégation de pouvoir déjà accordée ?,MiCA,MiCA > Titre 8 > Article 139,False
Quels sont les délais et les procédures à respecter pour que la Commission adopte un acte délégué après consultation des experts des États membres ?,MiCA,MiCA > Titre 8 > Article 139,False
